timestamp,run_min,general_cov_thresh,panel_cov_thresh,crate_cov_thresh,,
2024-01-06 20:17:24.007896-05,355395,70.1810436634718,72.4367509986684,84.2105263157895,,
2024-01-07 07:40:16.791536-05,355411,70.1916932907348,72.4367509986684,84.2105263157895,,
2024-01-07 07:55:52.403042-05,355413,70.2023429179979,72.4367509986684,84.2105263157895,,
2024-01-05 16:01:48.832907-05,355358,70.2129925452609,72.4367509986684,84.2105263157895,,
2024-01-05 12:31:15.439599-05,355353,70.223642172524,72.4367509986684,84.2105263157895,,
2024-02-12 10:23:00.108581-05,303341,70.3514376996805,73.7683089214381,84.2105263157895,,
2024-02-12 10:22:57.489207-05,303338,70.3620873269436,73.7683089214381,84.2105263157895,,
2024-02-12 10:22:56.600497-05,303337,70.3727369542066,73.7683089214381,84.2105263157895,,
2024-02-12 10:22:53.85118-05,303334,70.3940362087327,73.7683089214381,84.2105263157895,,
2023-07-19 16:31:38.494588-04,311222,70.5644302449414,72.7030625832224,89.4736842105263,,
2023-12-28 12:16:26.309923-05,355145,70.6070287539936,72.8362183754993,94.7368421052632,,
2023-12-28 13:24:20.488517-05,355146,70.6389776357828,72.8362183754993,94.7368421052632,,
2023-12-27 15:21:38.353612-05,355117,70.6496272630458,72.8362183754993,94.7368421052632,,
2023-12-30 05:10:46.769424-05,355189,70.6602768903088,72.8362183754993,94.7368421052632,,
2023-12-25 15:49:07.156308-05,355067,70.6709265175719,72.9693741677763,94.7368421052632,,
2023-12-25 01:45:24.558793-05,355051,70.6815761448349,72.9693741677763,94.7368421052632,,
2023-12-24 17:50:16.602869-05,355041,70.702875399361,72.9693741677763,94.7368421052632,,
2023-12-25 03:46:34.130389-05,355050,70.7135250266241,72.9693741677763,94.7368421052632,,
2023-12-26 23:55:50.247884-05,355100,70.7241746538871,72.9693741677763,94.7368421052632,,
2024-02-06 13:41:12.893264-05,300564,70.7348242811502,73.5019973368842,84.2105263157895,,
2024-02-07 18:17:49.458368-05,308195,70.937167199148,74.034620505992,89.4736842105263,,
2024-02-12 10:37:48.351255-05,308224,70.9691160809372,74.034620505992,89.4736842105263,,
2024-02-06 14:38:28.378659-05,306014,70.9691160809372,74.167776298269,89.4736842105263,,
2024-02-12 09:39:27.134705-05,308200,70.9797657082002,74.034620505992,89.4736842105263,,
2024-02-06 14:38:26.982257-05,306008,70.9797657082002,74.167776298269,89.4736842105263,,
2024-03-01 22:53:14.395362-05,356916,70.9904153354633,73.3688415446072,94.7368421052632,,
2023-12-24 08:24:27.584305-05,355028,71.0010649627263,73.3688415446072,94.7368421052632,,
2023-12-24 15:49:23.011552-05,355036,71.0117145899894,73.3688415446072,94.7368421052632,,
2024-03-01 13:35:29.993567-05,356904,71.3205537806177,73.7683089214381,94.7368421052632,,
2024-02-12 10:26:53.103192-05,303688,71.5441959531416,74.4340878828229,89.4736842105263,,
2024-02-12 10:39:51.340003-05,304720,71.5761448349308,75.0998668442077,89.4736842105263,,
2024-02-12 10:38:58.412454-05,304660,71.618743343983,75.0998668442077,89.4736842105263,,
2024-02-12 10:38:52.216896-05,304653,71.629392971246,75.0998668442077,89.4736842105263,,
2024-02-12 10:38:27.641535-05,304624,71.6506922257721,75.0998668442077,89.4736842105263,,
2024-02-12 10:38:28.532365-05,304625,71.6613418530351,75.0998668442077,89.4736842105263,,
2023-07-19 15:58:07.23725-04,311209,71.7145899893504,74.167776298269,94.7368421052632,,
2023-07-19 16:03:16.75111-04,311211,71.7252396166134,74.167776298269,94.7368421052632,,
2024-02-12 10:38:24.064042-05,304606,71.7678381256656,75.0998668442077,89.4736842105263,,
2024-04-23 04:27:05.738785-04,358248,71.7784877529286,74.3009320905459,100,,
2024-04-24 02:54:02.281779-04,358275,71.7997870074547,74.3009320905459,100,,
2024-04-22 13:04:27.480375-04,358230,71.8104366347178,74.3009320905459,100,,among earliest runs with 100 crate cov
2024-02-12 10:38:24.932177-05,304616,71.8210862619808,75.0998668442077,89.4736842105263,,
2024-04-24 03:15:22.120098-04,358273,71.8317358892439,74.3009320905459,100,,
2024-04-22 14:32:50.803649-04,358231,71.8423855165069,74.3009320905459,100,,
