timestamp,run_min,general_cov_thresh,panel_cov_thresh,crate_cov_thresh
2024-02-13 06:06:50.711247-05,309434,51.3525026624068,53.1291611185086,68.4210526315789
2024-02-13 06:06:54.254723-05,309439,51.384451544196,53.2623169107856,68.4210526315789
2024-02-13 06:06:55.145291-05,309440,51.384451544196,53.2623169107856,68.4210526315789
2024-02-13 06:06:51.596501-05,309436,51.384451544196,53.2623169107856,68.4210526315789
2024-02-13 06:06:52.482267-05,309437,51.384451544196,53.2623169107856,68.4210526315789
2024-02-13 06:06:53.368724-05,309438,51.384451544196,53.2623169107856,68.4210526315789
2024-02-12 10:16:17.311577-05,302640,53.0564430244941,54.5938748335553,63.1578947368421
2023-05-30 12:54:15.19747-04,309553,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.228733-04,309555,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.244616-04,309556,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.258677-04,309557,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.271959-04,309558,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.284143-04,309559,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.298828-04,309560,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.314169-04,309561,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.326101-04,309562,58.4664536741214,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.093358-04,309546,58.4771033013844,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.106774-04,309547,58.4771033013844,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.166923-04,309551,58.4771033013844,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.182175-04,309552,58.4771033013844,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.370239-04,309565,58.4771033013844,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.12213-04,309548,58.4877529286475,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.137106-04,309549,58.4877529286475,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.152202-04,309550,58.4877529286475,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.213253-04,309554,58.4877529286475,60.7190412782956,78.9473684210526
2024-02-13 06:22:25.206722-05,309535,58.4877529286475,60.7190412782956,78.9473684210526
2024-02-13 06:21:59.083619-05,309504,58.4984025559105,60.7190412782956,78.9473684210526
2023-05-30 12:54:14.999424-04,309539,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.015395-04,309540,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.028273-04,309541,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.041745-04,309542,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.054444-04,309543,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.06722-04,309544,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.079968-04,309545,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.34085-04,309563,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.355801-04,309564,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.384686-04,309566,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.40074-04,309567,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.41668-04,309568,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.431543-04,309569,58.5090521831736,60.7190412782956,78.9473684210526
2023-05-30 12:54:15.443521-04,309570,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:21:59.973409-05,309507,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:00.940282-05,309508,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:01.923265-05,309509,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:02.934835-05,309510,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:03.920276-05,309511,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:04.816544-05,309512,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:05.710558-05,309513,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:06.600314-05,309514,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:07.486042-05,309515,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:08.372817-05,309516,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:09.254835-05,309517,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:10.136945-05,309518,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:11.022116-05,309519,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:11.911968-05,309520,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:12.797575-05,309521,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:13.701456-05,309522,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:14.588443-05,309523,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:15.47202-05,309524,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:16.357787-05,309525,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:17.242932-05,309526,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:18.128934-05,309527,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:19.017936-05,309528,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:19.901891-05,309529,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:20.787383-05,309530,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:21.671533-05,309531,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:22.554422-05,309532,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:23.437994-05,309533,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:24.320483-05,309534,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:26.090623-05,309536,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:26.976329-05,309537,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:22:27.860197-05,309538,58.5090521831736,60.7190412782956,78.9473684210526
2024-02-13 06:07:22.193676-05,309483,58.7326943556975,60.8521970705726,78.9473684210526
2024-02-13 06:07:10.64956-05,309469,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:11.589867-05,309471,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:12.532749-05,309472,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:13.43319-05,309473,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:14.319812-05,309474,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:15.204357-05,309475,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:16.096967-05,309476,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:16.981206-05,309477,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:17.866503-05,309478,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:18.752399-05,309479,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:19.641525-05,309480,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:20.421879-05,309481,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:21.309777-05,309482,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:23.091345-05,309484,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:07:24.029341-05,309485,58.7433439829606,60.8521970705726,78.9473684210526
2024-02-13 06:21:56.320105-05,309501,58.7752928647497,60.8521970705726,78.9473684210526
2024-02-13 06:07:36.235956-05,309499,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:37.121812-05,309500,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:21:57.224612-05,309502,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:24.916794-05,309486,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:25.812202-05,309487,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:26.700096-05,309488,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:27.586259-05,309489,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:28.473389-05,309490,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:29.360245-05,309491,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:30.245254-05,309492,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:31.025325-05,309493,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:31.804461-05,309494,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:32.689417-05,309495,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:33.575752-05,309496,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:34.463382-05,309497,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:35.350375-05,309498,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:21:58.192712-05,309503,58.7859424920128,60.8521970705726,78.9473684210526
2024-02-13 06:07:00.589139-05,309456,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:01.485441-05,309457,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:02.373374-05,309459,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:03.259168-05,309460,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:04.236705-05,309461,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:05.123441-05,309462,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:06.005968-05,309463,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:06.89816-05,309464,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:07.784517-05,309465,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:08.796726-05,309466,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:07:09.709835-05,309467,58.9137380191693,61.1185086551265,78.9473684210526
2024-02-13 06:06:56.925796-05,309449,59.2119275825346,61.5179760319574,78.9473684210526
2024-02-13 06:06:56.032691-05,309448,59.2225772097977,61.5179760319574,78.9473684210526
2024-02-13 06:06:57.80932-05,309451,59.2225772097977,61.5179760319574,78.9473684210526
2024-02-13 06:06:58.800252-05,309452,59.2225772097977,61.5179760319574,78.9473684210526
2024-02-13 06:06:59.702097-05,309453,59.2225772097977,61.5179760319574,78.9473684210526
2023-05-30 12:54:15.619851-04,309597,59.9361022364217,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.633693-04,309598,59.9361022364217,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.645972-04,309599,59.9361022364217,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.659399-04,309600,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.673798-04,309601,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.68921-04,309602,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.704803-04,309603,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.720402-04,309604,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.735098-04,309605,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.749994-04,309606,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.76335-04,309607,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.778122-04,309608,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.793022-04,309609,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.808049-04,309610,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.822939-04,309611,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.838035-04,309612,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.851587-04,309613,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.864558-04,309614,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.877515-04,309615,59.9787007454739,62.3169107856192,78.9473684210526
2023-05-30 12:54:15.469797-04,309579,60.010649627263,62.4500665778961,78.9473684210526
2023-05-30 12:54:15.483678-04,309581,60.0212992545261,62.4500665778961,78.9473684210526
2023-05-30 12:54:15.496903-04,309582,60.0212992545261,62.4500665778961,78.9473684210526
2023-05-30 12:54:15.510833-04,309584,60.0212992545261,62.4500665778961,78.9473684210526
2023-05-30 12:54:15.523691-04,309585,60.0212992545261,62.4500665778961,78.9473684210526
2023-05-30 12:54:15.536305-04,309586,60.0212992545261,62.4500665778961,78.9473684210526
2023-05-30 12:54:15.550832-04,309587,60.0212992545261,62.4500665778961,78.9473684210526
