Metric,alpha = pi/3,alpha = pi/4,alpha = pi/6,alpha = pi/8,alpha = pi/10
vector sum x,10.701881985005626,10.701881985005626,10.701881985005626,10.701881985005626,10.701881985005626
vector sum y,-40.649338022123224,-40.649338022123224,-40.649338022123224,-40.649338022123224,-40.649338022123224
vector sum z,-52.44012850160563,-52.44012850160563,-52.44012850160563,-52.44012850160563,-52.44012850160563
vector sum norm,67.20763376970456,67.20763376970456,67.20763376970456,67.20763376970456,67.20763376970456
total N,5389.0,5389.0,5389.0,5389.0,5389.0
mean,1349.8830409356726,789.0438596491229,363.64619883040933,203.95029239766083,132.593567251462
median,1353.5,793.0,365.0,204.0,133.0
variance,645.6705311035875,420.60918744228997,170.63213467391677,90.59694435894805,60.59797031565268
stdev,25.410047837491128,20.508758798188886,13.06262357545056,9.518242713807421,7.784469815963877
normalized stdev,0.018823888490278485,0.02599191229662297,0.03592124327839453,0.04666942421072297,0.05870925699736799
