Metric,alpha = pi/3,alpha = pi/4,alpha = pi/6,alpha = pi/8,alpha = pi/10
vector sum x,10.295816247747961,10.295816247747961,10.295816247747961,10.295816247747961,10.295816247747961
vector sum y,-14.835213687310814,-14.835213687310814,-14.835213687310814,-14.835213687310814,-14.835213687310814
vector sum z,-16.02160894068814,-16.02160894068814,-16.02160894068814,-16.02160894068814,-16.02160894068814
vector sum norm,24.14082331661253,24.14082331661253,24.14082331661253,24.14082331661253,24.14082331661253
total N,3889.0,3889.0,3889.0,3889.0,3889.0
mean,974.9649122807018,570.1783625730994,263.0029239766082,147.61988304093566,96.14035087719299
median,975.0,571.0,263.0,148.0,96.0
variance,388.0163127116036,327.0997657398858,167.02630723983447,90.08358127287028,56.641120344721465
stdev,19.698129675469282,18.085899638665637,12.923865800906261,9.491237078108957,7.526029520585304
normalized stdev,0.020203937010810087,0.03171972285487586,0.04913962782427364,0.06429511311478953,0.07828169391849678
