Metric,alpha = pi/3,alpha = pi/4,alpha = pi/6,alpha = pi/8,alpha = pi/10
vector sum x,-19.642616900357783,-19.642616900357783,-19.642616900357783,-19.642616900357783,-19.642616900357783
vector sum y,21.899783788559116,21.899783788559116,21.899783788559116,21.899783788559116,21.899783788559116
vector sum z,-61.934132536115015,-61.934132536115015,-61.934132536115015,-61.934132536115015,-61.934132536115015
vector sum norm,68.56580562992693,68.56580562992693,68.56580562992693,68.56580562992693,68.56580562992693
total N,8589.0,8589.0,8589.0,8589.0,8589.0
mean,2152.1081871345027,1258.1637426900584,579.9883040935673,325.46198830409355,211.81578947368422
median,2159.0,1264.0,582.0,327.0,212.0
variance,901.8567165965595,664.9614924250196,250.42091583735166,96.00878902910297,50.711680517082186
stdev,30.030929332882117,25.786847275791967,15.824693230434253,9.798407474130833,7.12121341606065
normalized stdev,0.013954191295962594,0.02049562103948215,0.027284504047311472,0.030106150107384422,0.03361984219285684
