run_number,total_N,vector_sum_norm,pio3_stdev,pio4_stdev,pio6_stdev,pio8_stdev,pio3_stdev_n,pio4_stdev_n,pio6_stdev_n,pio8_stdev_n
365153,7331,520.9999429432,187.417335812545,134.479955609462,77.9672688403958,51.1229529318627,0.102070218415762,0.12548845123105,0.157877071946141,0.184771993687683
365156,7331,520.9999429432,187.417335812545,134.479955609462,77.9672688403958,51.1229529318627,0.102070218415762,0.12548845123105,0.157877071946141,0.184771993687683
365154,7332,521.764929907613,187.614782554068,134.586969196962,78.0031433540101,51.1409504644217,0.102163759481272,0.125571178855454,0.157927273425713,0.184805793037185
365155,7334,520.396790773184,187.28035236054,134.417578090629,77.9487414977567,51.1174047170967,0.101954052155532,0.125380982102761,0.157775098939027,0.184677777096089
365152,7333,520.95626773144,187.474395912634,134.556863612226,78.0100449600419,51.1446846655244,0.102073173818131,0.125525967609229,0.157918809643043,0.184797808346462
365158,7334,520.938093320514,187.427793832432,134.503659322933,77.9892094445217,51.1406803041426,0.102036104835138,0.125464013813084,0.157858878156913,0.18476186750913
365157,7334,521.273263705651,187.604313424774,134.667566312144,78.0765678439515,51.18859930973,0.102131064471582,0.12561347897252,0.158032895390975,0.184925222503144
365159,7333,522.065030439506,187.735733189575,134.670255562688,78.0366526796952,51.1569295112926,0.102216113629588,0.125632777241911,0.157972672698976,0.184836193469569
365160,7333,520.741094006585,187.344541324037,134.424283646687,77.9396013103269,51.1117159759196,0.102003609319715,0.125405364507979,0.157779009524815,0.184682587044527
365161,7333,522.065030439506,187.735733189575,134.670255562688,78.0366526796952,51.1569295112926,0.102216113629588,0.125632777241911,0.157972672698976,0.184836193469569
365162,7332,521.300359567354,187.538474148464,134.563435790596,78.0008567129878,51.1389750516251,0.102122694305827,0.125550249460878,0.157922643830463,0.184802559913522
365163,7332,521.300359567354,187.538474148464,134.563435790596,78.0008567129878,51.1389750516251,0.102122694305827,0.125550249460878,0.157922643830463,0.184802559913522
365166,7333,521.984374186109,187.704832315948,134.691621259283,78.0627269373161,51.173429764084,0.102199451793092,0.125652023629516,0.158025455846684,0.184893857540111
365164,7332,521.197394738402,187.500639352329,134.559363063384,78.016930394189,51.1519652184192,0.102102741930522,0.125547134545567,0.157957057239682,0.184851456124383
365167,7333,520.662006384494,187.313903590108,134.445710943876,77.9657080250754,51.1282316562557,0.101987090337408,0.125424669918563,0.157831859315239,0.184740311528029
365170,7334,520.959546775974,187.434484090863,134.528934587712,77.9991781890048,51.1441912734545,0.102039259742406,0.125486221355801,0.15787718723191,0.184770648238752
365168,7334,521.294584376334,187.610996431477,134.692873406019,78.0865622244145,51.1921053224468,0.102134214942433,0.125635713967786,0.158051253969685,0.184933981412029
365171,7334,521.294584376334,187.610996431477,134.692873406019,78.0865622244145,51.1921053224468,0.102134214942433,0.125635713967786,0.158051253969685,0.184933981412029
365173,7333,520.001240378426,187.186963589658,134.388855139193,77.9316475273739,51.1089255256875,0.10191894866263,0.12537436497887,0.157762908082478,0.184666651133986
365172,7334,521.294584376334,187.610996431477,134.692873406019,78.0865622244145,51.1921053224468,0.102134214942433,0.125635713967786,0.158051253969685,0.184933981412029
365174,7334,520.396790773184,187.28035236054,134.417578090629,77.9487414977567,51.1174047170967,0.101954052155532,0.125380982102761,0.157775098939027,0.184677777096089
365175,7333,521.496050807844,187.621425110315,134.642659711165,78.0504390586128,51.1679478433031,0.102155014953501,0.125608746446966,0.158002451480659,0.184881863694477
365176,7332,519.782253710084,187.09675587868,134.283923444646,77.8719557440229,51.0763976755168,0.101883133204853,0.125293219088912,0.15766446754593,0.184578372377129
365178,7335,520.7156457231183,187.41079174645944,134.52854933239746,78.01530350382603,51.16131336561465,0.10201223420789544,0.12546875161013904,0.15788926839525233,0.18480517507620708
365179,7331,520.3411952527234,187.29060806665422,134.42306696872606,77.93320902484443,51.10365350667648,0.10200217522870965,0.1254381042772637,0.15780810372357423,0.18469833661939358
365180,7333,520.7410940065852,187.34454132403667,134.424283646687,77.93960131032688,51.11171597591963,0.102003609319715,0.12540536450797868,0.15777900952481513,0.18468258704452736
365177,7334,521.7202183185591,187.67136969896396,134.6635203521031,78.04577361378851,51.16260236323637,0.10216643124774472,0.12560833470270213,0.15796869570519667,0.18483130527978658
